,CIK Number,Entity Name,Address_1,City,State,Zip Code
760,0000836249,MASSACHUSETTS MUTUAL VARIABLE LIFE SEPARATE ACCOUNT I,1295 STATE ST,SPRINGFIELD,MA,01111
761,0000836267,SCM Trust,1875 LAWRENCE STREET,DENVER,CO,80202-1805
762,0000836346,ALLIANZ LIFE VARIABLE ACCOUNT B,5701 GOLDEN HILLS DRIVE,MINNEAPOLIS,MN,55416-1297
763,0000836487,MORGAN STANLEY INSTITUTIONAL FUND INC,522 FIFTH AVENUE,NEW YORK,NY,10036
764,0000836622,PUTNAM DIVERSIFIED INCOME TRUST,ONE POST OFFICE SQ,BOSTON,MA,02109
765,0000836687,SEPARATE ACCOUNT B OF VENERABLE INSURANCE & ANNUITY Co,699 WALNUT STREET,DES MOINES,IA,50309
766,0000836906,VANGUARD MALVERN FUNDS,P.O. BOX 2600,VALLEY FORGE,PA,19482
767,0000836982,SEPARATE ACCOUNT A OF VENERABLE INSURANCE & ANNUITY Co,699 WALNUT STREET,DES MOINES,IA,60309-3942
768,0000837274,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
769,0000837276,Voya INVESTORS TRUST,"7337 E. DOUBLETREE RANCH ROAD, STE 100",SCOTTSDALE,AZ,85258
770,0000837351,"LEE FINANCIAL MUTUAL FUND, INC.",3113 OLU STREET,HONOLULU,HI,96816
771,0000839051,INTRAMERICA VARIABLE ANNUITY ACCOUNT,9 RAMLAND ROAD,ORANGEBURG,NY,10962
772,0000841056,WRL SERIES ANNUITY ACCOUNT,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499-0001
773,0000841694,GUARDIAN SEPARATE ACCOUNT C,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
774,0000842512,WILLIAMSBURG INVESTMENT TRUST,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
775,0000842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),11 GREENWAY PLAZA,HOUSTON,TX,77046
776,0000842940,PUTNAM EUROPE EQUITY FUND,ONE POST OFFICE SQUARE,BOSTON,MA,02109
777,0000843075,NATIONWIDE VARIABLE ACCOUNT 4,ONE NATIONWIDE PLZ,COLUMBUS,OH,43216-6609
778,0000843781,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
779,0000844779,BLACKROCK FUNDS,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
780,0000845376,AMERICAN FUNDS SHORT-TERM TAX-EXEMPT BOND FUND,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
781,0000845775,ALLIANZ LIFE OF NY VARIABLE ACCOUNT C,ALLIANZ LIFE INSURANCE COMPANY OF NY,NEW YORK,NY,10005-1422
782,0000846799,Voya BALANCED PORTFOLIO INC,7337 E. DOUBLETREE RANCH ROAD,SCOTTSDALE,AZ,85258
783,0000846800,"BNY MELLON STOCK INDEX FUND, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
784,0000847539,AGL SEPARATE ACCOUNT VUL,2727-A ALLEN PARKWAY,HOUSTON,TX,77019
785,0000847552,LINCOLN NATIONAL VARIABLE ANNUITY ACCOUNT H,1300 S CLINTON ST,FORT WAYNE,IN,46802
786,0000847554,ALGER SEPARATE ACCOUNT A OF VENERABLE INSURANCE & ANNUITY Co,699 WALNUT STREET,DES MOINES,IA,50309-3942
787,0000849402,"BLACKROCK EMERGING MARKETS FUND, INC.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
788,0000849589,VA I SEPARATE ACCOUNT OF UNUM LIFE INS CO OF AMERICA,2211 CONGRESS ST,PORTLAND,ME,04122
789,0000850134,OPPENHEIMER GLOBAL STRATEGIC INCOME FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
790,0000850628,LEGG MASON PARTNERS PREMIUM MONEY MARKET TRUST,"LEGG MASON & CO., LLC",NEW YORK,NY,10018
791,0000851066,Variable Annuity-2 Series Account,8515 EAST ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
792,0000851680,DOMINI INVESTMENT TRUST,180 MAIDEN LANE,NEW YORK,NY,10038-4925
793,0000851693,PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT,PRUCO LIFE INSURANCE COMPANY,NEWARK,NJ,07102
794,0000852254,"T. Rowe Price Global Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
795,0000853285,DELAWARE LIFE VARIABLE ACCOUNT F,1601 TRAPELO ROAD,WALTHAM,MA,02451
796,0000853437,"T. Rowe Price U.S. Treasury Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
797,0000853438,GABELLI VALUE 25 FUND INC,ONE CORPORATE CENTER,RYE,NY,10580
798,0000855396,LORD ABBETT SERIES FUND INC,90 HUDSON STREET,JERSEY CITY,NJ,07302
799,0000855630,ELFUN GOVERNMENT MONEY MARKET FUND,1600 SUMMER STREET,STAMFORD,CT,06905
800,0000855882,VARIABLE ANNUITY ACCOUNT G OF VOYA RETIREMENT INSURANCE & ANNUITY Co,ONE ORANGE WAY,WINDSOR,CT,06095
801,0000856119,FRANKLIN VALUE INVESTORS TRUST,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
802,0000856341,AUL AMERICAN UNIT TRUST,PO BOX 6148,INDIANAPOLIS,IN,46206-6148
803,0000856517,Federated Hermes Money Market Obligations Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
804,0000856671,JOHN HANCOCK CALIFORNIA TAX-FREE INCOME FUND,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
805,0000856943,GUARDIAN SEPARATE ACCOUNT D,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
806,0000857114,"BNY MELLON INDEX FUNDS, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
807,0000857156,CHARLES SCHWAB FAMILY OF FUNDS,211 MAIN STREET,SAN FRANCISCO,CA,94105
808,0000857463,PUTNAM NEW JERSEY TAX EXEMPT INCOME FUND,ONE POST OFFICE SQUARE,BOSTON,MA,02109
809,0000857489,VANGUARD INTERNATIONAL EQUITY INDEX FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
810,0000857490,VANGUARD VARIABLE INSURANCE FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
811,0000857588,VARIABLE ANNUITY-2 SERIES ACCOUNT,370 LEXINGTON AVENUE,NEW YORK,NY,10017
812,0000857769,JOHN HANCOCK MUNICIPAL SECURITIES TRUST,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
813,0000858372,CASH ACCOUNT TRUST,875 THIRD AVENUE,NEW YORK,NY,10022-6225
814,0000858581,"T. Rowe Price Index Trust, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
815,0000858667,PACIFIC SELECT VARIABLE ANN SEP ACCT OF PACIFIC LIFE INS CO,PO BOX 7500,NEWPORT BEACH,CA,92658-7500
816,0000858744,SMALLCAP WORLD FUND INC,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
817,0000858997,Metropolitan Life Separate Account UL,METROPOLITAN LIFE INSURANCE COMPANY,NEW YORK,NY,10166
818,0000859037,MORGAN STANLEY NY MUNICIPAL MONEY MARKET TRUST,522 FIFTH AVENUE,NEW YORK,NY,10036
819,0000859607,SEPARATE ACCOUNT VA B,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
820,0000860516,FIRST INVESTORS LIFE VARIABLE ANNUITY FUND C,40 WALL STREET,NEW YORK,NY,10005-1343
821,0000860720,Morgan Stanley Europe Opportunity Fund Inc.,522 FIFTH AVENUE,NEW YORK,NY,10036
822,0000861457,OPPENHEIMER GLOBAL OPPORTUNITIES FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
823,0000861469,Federated Hermes Index Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
824,0000861929,DIMENSIONAL INVESTMENT GROUP INC,6300 BEE CAVE ROAD,AUSTIN,TX,78746
825,0000862021,AB FIXED INCOME SHARES INC,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
826,0000862064,GOVERNMENT CASH MANAGEMENT PORTFOLIO,345 PARK AVENUE,NEW YORK,NY,10154-0004
827,0000862084,VANGUARD INSTITUTIONAL INDEX FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
828,0000862157,DEUTSCHE DWS INSTITUTIONAL FUNDS,875 THIRD AVENUE,NEW YORK,NY,10022-6225
829,0000862341,VANGUARD OHIO TAX-FREE FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
830,0000862696,TORRAY FUND,7501 WISCONSIN AVENUE,BETHESDA,MD,20814-6523
831,0000863032,MFS SERIES TRUST VI,111 HUNTINGTON AVENUE,BOSTON,MA,02199
832,0000863209,INVESTORS CASH TRUST,875 THIRD AVENUE,NEW  YORK,NY,10022-6225
833,0000863250,OPPENHEIMER INTERNATIONAL EQUITY FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
834,0000863334,PIONEER MID CAP VALUE FUND,60 STATE ST - 13TH FL,BOSTON,MA,02109-1820
835,0000863520,WESTERN ASSET FUNDS INC,100 INTERNATIONAL DRIVE,BALTIMORE,MD,21202
836,0000864230,CALDWELL & ORKIN FUNDS INC,100 S. ASHLEY DRIVE,TAMPA,FL,33602
837,0000864508,Cavanal Hill Funds,4400 EASTON COMMONS #200,COLUMBUS,OH,43219
838,0000865177,PUTNAM SUSTAINABLE LEADERS FUND,ONE POST OFFICE SQUARE,BOSTON,MA,02109
839,0000865722,TEMPLETON INSTITUTIONAL FUNDS,300 S.E. 2ND STREET,FORT LAUDERDALE,FL,33301-1923
840,0000865733,HOMESTEAD FUNDS INC,4301 WILSON BLVD,ARLINGTON,VA,22203
841,0000866064,NATIONWIDE VLI SEPARATE ACCOUNT 3,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
842,0000866252,SEPARATE ACCOUNT VA DD,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
843,0000866256,PARNASSUS INCOME FUNDS,ONE MARKET #1600,SAN FRANCISCO,CA,94105
844,0000866700,Federated Hermes Municipal Securities Income Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
845,0000867289,AMERICAN NATIONAL VARIABLE LIFE SEPARATE ACCOUNT,ONE MOODY PLAZA,GALVESTON,TX,77550
846,0000867297,ALLIANZ FUNDS,1633 BROADWAY,NEW YORK,NY,10019
847,0000867824,PUTNAM GLOBAL UTILITIES FUND,ONE POST OFFICE SQUARE,BOSTON,MA,02109
848,0000867955,DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
849,0000867969,MFS INSTITUTIONAL TRUST,111 HUNTINGTON AVENUE,BOSTON,MA,02199
850,0000868648,PUTNAM INTERNATIONAL EQUITY FUND,ONE POST OFFICE SQ,BOSTON,MA,02109
851,0000869311,BIF TREASURY FUND,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
852,0000869351,Brown Capital Management Mutual Funds,1201 N. CALVERT STREET,BALTIMORE,MD,21202
853,0000869356,PIONEER EQUITY INCOME FUND,60 STATE STREET,BOSTON,MA,02109
854,0000869365,SCHWAB INVESTMENTS,211 MAIN STREET,SAN FRANCISCO,CA,94105
855,0000869392,PUTNAM ARIZONA TAX EXEMPT INCOME FUND,PUTNAM INVESTMENTS INC,BOSTON,MA,02109
856,0000869627,MONY VARIABLE ACCOUNT L,PROTECTIVE LIFE INSURANCE COMPANY,BIRMINGHAM,AL,35223
857,0000869628,MONY VARIABLE ACCOUNT S,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
858,0000869663,Ready Assets U.S. Treasury Money Fund,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
859,0000869796,ML OF NEW YORK VARIABLE LIFE SEPARATE ACCOUNT,4 MANHATTANVILLE ROAD,PURCHASE,NY,10577
860,0000869799,MERRILL LYNCH VARIABLE LIFE SEPARATE ACCOUNT,570 CARILLON PARKWAY,ST. PETERSBURG,FL,33716
861,0000869800,MERRILL LYNCH LIFE VARIABLE LIFE SEPARATE ACCOUNT II,570 CARILLON PARKWAY,ST. PETERSBURG,FL,33716
862,0000870355,QUAKER INVESTMENT TRUST,"2500 WESTON ROAD, SUITE 101",WESTON,FL,33331
863,0000871839,"T. Rowe Price Balanced Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
864,0000872323,HARRIS ASSOCIATES INVESTMENT TRUST,HARRIS ASSOCIATES LP,CHICAGO,IL,60606
865,0000872625,FRANKLIN STRATEGIC SERIES,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
866,0000872649,LOOMIS SAYLES FUNDS II,888 BOYLSTON STREET,BOSTON,MA,02199
867,0000872825,AMERICAN CENTURY WORLD MUTUAL FUNDS INC,4500 MAIN STREET,KANSAS CITY,MO,64111
868,0000873802,SEPARATE ACCOUNT VA-K OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
869,0000873803,UBS INVESTMENT TRUST,C/O UBS ASSET MANAGEMENT (AMERICAS) INC.,NEW YORK,NY,10019
870,0000874235,TFLIC SEPARATE ACCOUNT B,440 MAMARONECK AVENUE,HARRISON,NY,10528
871,0000874505,COHEN & STEERS REALTY SHARES INC,280 PARK AVENUE,NEW YORK,NY,10017
872,0000874835,LEGG MASON PARTNERS VARIABLE INCOME TRUST,"LEGG MASON & CO., LLC",NEW YORK,NY,10018
873,0000874964,LAZARD FUNDS INC,30 ROCKEFELLER PLAZA,NEW YORK,NY,10112
874,0000875131,RIVERSOURCE ACCOUNT SBS,50605 AMERIPRISE FINANCIAL CENTER,MINNEAPOLIS,MN,55474
875,0000875186,MORGAN STANLEY PATHWAY FUNDS,2000 WESTCHESTER AVENUE,PURCHASE,NY,10577
876,0000875246,MERRILL LYNCH LIFE VARIABLE ANNUNITY SEPARATE ACCOUNT,"4333 EDGEWOOD ROAD, NE",CEDAR RAPIDS,IA,52499
877,0000875352,DELAWARE POOLED TRUST,ONE COMMERCE SQUARE,PHILADELPHIA,PA,19103
878,0000875610,DELAWARE GROUP GLOBAL & INTERNATIONAL FUNDS,ONE COMMERCE SQUARE,PHILADELPHIA,PA,19103
879,0000875732,"BNY MELLON MIDCAP INDEX FUND, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
880,0000876438,VARIABLE ACCOUNT K OF LINCOLN LIFE ASSURANCE CO OF BOSTON,175 BERKELEY ST,BOSTON,MA,02117
881,0000876441,FRANKLIN TEMPLETON INTERNATIONAL TRUST,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
882,0000877151,"BLACKROCK LATIN AMERICA FUND, INC.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
883,0000877232,GREEN CENTURY FUNDS,114 STATE STREET,BOSTON,MA,02109
884,0000877233,Voya SERIES FUND INC,"7337 E. DOUBLETREE RANCH ROAD, STE 100",SCOTTSDALE,AZ,85258
885,0000877625,AGL SEPARATE ACCOUNT VUL-2,2727-A ALLEN PARKWAY,HOUSTON,TX,77019
886,0000877670,GABELLI EQUITY SERIES FUNDS INC,ONE CORPORATE CENTER,RYE,NY,10580
887,0000877880,SIT MUTUAL FUNDS INC,"3300 IDS CTR, 80 SOUTH 8TH ST",MINNEAPOLIS,MN,55402-4130
888,0000878087,TEMPLETON DEVELOPING MARKETS TRUST,300 S.E. 300 2ND STREET,FORT LAUDERDALE,FL,33301-1923
889,0000878092,"BNY MELLON MUNICIPAL FUNDS, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10166
890,0000878467,EMPIRE FIDELITY INVESTMENTS VARIABLE ANNUITY ACCOUNT A,245 SUMMER STREET,BOSTON,MA,02210
891,0000878662,FIDELITY CALIFORNIA MUNICIPAL TRUST II,245 SUMMER STREET,BOSTON,MA,02210
892,0000878663,FIDELITY NEW YORK MUNICIPAL TRUST II,245 SUMMER STREET,BOSTON,MA,02210
893,0000878670,NATIONWIDE VA SEPARATE ACCOUNT-B,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
894,0000878719,ADVISORS' INNER CIRCLE FUND,1 FREEDOM VALLEY DRIVE,OAKS,PA,19087
895,0000878734,DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
896,0000879569,"Federated Hermes Fixed Income Securities, Inc.",4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
897,0000879947,AMG Funds II,600 STEAMBOAT ROAD,GREENWICH,CT,06830
898,0000880195,FIDELITY ABERDEEN STREET TRUST,245 SUMMER STREET,BOSTON,MA,02210
899,0000880268,AMERICAN CENTURY INTERNATIONAL BOND FUNDS,4500 MAIN STREET,KANSAS CITY,MO,64111
900,0000880366,LEGG MASON PARTNERS EQUITY TRUST,"LEGG MASON & CO., LLC",NEW YORK,NY,10018
901,0000880642,VA I SEPARATE ACCOUNT OF FIRST UNUM LIFE INSURANCE CO,2211 CONGRESS ST,PORTLAND,ME,04122
902,0000880709,FIDELITY COURT STREET TRUST II,245 SUMMER STREET,BOSTON,MA,02210
903,0000880793,MERRILL LYNCH LIFE VARIABLE ANNUITY SEPARATE ACCOUNT A,"4333 EDGEWOOD ROAD, NE",CEDAR RAPIDS,IA,52499
904,0000880794,MERRILL LYNCH LIFE VARIABLE ANNUITY SEPARATE ACCOUNT B,"4333 EDGEWOOD ROAD, NE",CEDAR RAPIDS,IA,52499
905,0000880797,FIDELITY UNION STREET TRUST II,245 SUMMER STREET,BOSTON,MA,02210
906,0000880799,FIDELITY MUNICIPAL TRUST II,245 SUMMER STREET,BOSTON,MA,02210
907,0000880859,AIM INTERNATIONAL MUTUAL FUNDS (INVESCO INTERNATIONAL MUTUAL FUNDS),11 GREENWAY PLAZA,HOUSTON,TX,77046
908,0000880876,ML OF NEW YORK VARIABLE ANNUITY SEPARATE ACCOUNT A,440 MAMARONECK AVENUE,HARRISON,NY,10528
909,0000880877,ML OF NEW YORK VARIABLE ANNUITY SEPARATE ACCOUNT B,440 MAMARONECK AVENUE,HARRISON,NY,10528
910,0000881309,FRANKLIN MUNICIPAL SECURITIES TRUST,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
911,0000881437,NATIONWIDE PROVIDENT VA SEPARATE ACCOUNT A,1000 CHESTERBROOK BLVD.,BERWYN,PA,19312-1181
912,0000881773,"BNY Mellon Investment Funds V, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
913,0000881780,"BNY Mellon Growth & Income Fund, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
914,0000882375,SEPARATE ACCOUNT VA-K OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,"132 TURNPIKE ROAD, SUITE 210",SOUTHBOROUGH,MA,01772
915,0000882381,MORGAN STANLEY GLOBAL FIXED INCOME OPPORTUNITIES FUND,522 FIFTH AVENUE,NEW YORK,NY,10036
916,0000882443,AMG Funds I,600 STEAMBOAT ROAD,GREENWICH,CT,06830
917,0000882748,BOSTON TRUST WALDEN FUNDS,ONE BEACON STREET,BOSTON,MA,02108
918,0000883233,PANORAMA PLUS SEPARATE ACCOUNT,100 BRIGHT MEADOW BOULEVARD,ENFIELD,CT,06082
919,0000883622,IVY FUNDS,6300 LAMAR AVE,OVERLAND PARK,KS,66202
920,0000883676,"AB GLOBAL BOND FUND, INC.",ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
921,0000883963,RIVERSOURCE OF NEW YORK ACCOUNT SBS,50605 AMERIPRISE FINANCIAL CENTER,MINNEAPOLIS,MN,55474
922,0000884067,SEPARATE ACCOUNT VA CC,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
923,0000884110,CALVERT WORLD VALUES FUND INC,1825 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009
924,0000884381,GLENMEDE PORTFOLIOS,"200 CLARENDON STREET, LEG13",BOSTON,MA,02116
925,0000884525,JOHN HANCOCK LIFE INSURANCE CO OF NEW YORK SEPARATE ACCOUNT A,100 SUMMIT LAKE DRIVE,VALHALLA,NY,10595
926,0000885409,"DREYFUS BASIC MONEY MARKET FUND, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
927,0000885709,PAYDEN & RYGEL INVESTMENT GROUP,333 S GRAND AVE,LOS ANGELES,CA,90071
928,0000886048,FIRST INVESTORS EQUITY FUNDS,40 WALL STREET,NEW YORK,NY,10005-1343
929,0000886134,COMMONWEALTH SEL ACCT OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
930,0000886244,UBS FUNDS,C/O UBS ASSET MANAGEMENT (AMERICAS) INC,CHICAGO,IL,60606
931,0000887147,"T. Rowe Price Mid-Cap Growth Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
932,0000887194,LORD ABBETT RESEARCH FUND INC,90 HUDSON STREET,JERSEY CITY,NJ,07302
933,0000887210,ABERDEEN INVESTMENT FUNDS,"1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,19103
934,0000887215,Jensen Quality Growth Fund Inc,5500 MEADOWS ROAD,LAKE OSWEGO,OR,97035
935,0000887340,MAINSTAY VP FUNDS TRUST,51 MADISON AVE,NEW YORK,NY,10010
936,0000887509,"BlackRock Capital Appreciation Fund, Inc.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
937,0000887588,PRUDENTIAL ANNUITIES LIFE ASSURANCE CORP VARIABLE ACCOUNT E,ONE CORPORATE DR,SHELTON,CT,06484
938,0000887991,PRUDENTIAL INVESTMENT PORTFOLIOS 8,655 BROAD STREET,NEWARK,NJ,07102
939,0000888129,GABELLI MONEY MARKET FUNDS,ONE CORPORATE CENTER,RYE,NY,10580
940,0000888230,CG VARIABLE ANNUITY SEPARATE ACCOUNT,900 COTTAGE GROVE ROAD,BLOOMFIELD,CT,06002
941,0000888568,DEUTSCHE DWS EQUITY 500 INDEX PORTFOLIO,345 PARK AVENUE,NEW YORK,NY,10154-0004
942,0000889169,"BNY Mellon Investment Grade Funds, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
943,0000889188,Forward Funds,345 CALIFORNIA STREET,SAN FRANCISCO,CA,94104
944,0000889284,STERLING CAPITAL FUNDS,3605 GLENWOOD AVENUE,RALEIGH,NC,27612
945,0000889366,"BMO FUNDS, INC.",111 EAST KILBOURN AVENUE,MILWAUKEE,WI,53202
946,0000889388,"Federated Hermes Investment Series Funds, Inc.",4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
947,0000889508,AB LARGE CAP GROWTH FUND INC,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
948,0000889512,LEGG MASON PARTNERS INSTITUTIONAL TRUST,"LEGG MASON & CO., LLC",NEW YORK,NY,10018
949,0000889519,VANGUARD VALLEY FORGE FUNDS,P O BOX 2600,VALLEY FORGE,PA,19482
950,0000890040,PRUCO LIFE PRUVIDER VARIABLE APPRECIABLE ACCOUNT,PRUCO LIFE INSURANCE COMPANY,NEWARK,NJ,07102
951,0000890041,SEPARATE ACCOUNT VA-2L,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499-0001
952,0000890064,"BNY MELLON SUSTAINABLE U.S. EQUITY PORTFOLIO, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
953,0000890089,MONEY MARKET PORTFOLIOS,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
954,0000890206,PACIFIC GLOBAL FUND INC,101 NORTH BRAND BLVD,GLENDALE,CA,91203
955,0000890339,TARGET PORTFOLIO TRUST,655 BROAD STREET,NEWARK,NJ,07102
956,0000890453,WILSHIRE MUTUAL FUNDS INC,1299 OCEAN AVENUE,SANTA MONICA,CA,90401
957,0000890540,Advisors' Inner Circle Fund II,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
958,0000890804,PACIFIC CORINTHIAN VAR SEP ACCT OF PACIFIC LIFE INSURANCE CO,PO BOX 6390,NEWPORT BEACH,CA,92658-6390
959,0000891079,HIGHLAND FUNDS II,200 CRESCENT COURT,DALLAS,TX,75201
960,0000891160,SCHWARTZ INVESTMENT TRUST,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
961,0000891183,ML OF NEW YORK VARIABLE LIFE SEPARATE ACCOUNT II,4 MANHATTANVILLE ROAD,PURCHASE,NY,10577
962,0000891190,VANGUARD ADMIRAL FUNDS,"P.O. BOX 2600, V26",VALLEY FORGE,PA,19482
963,0000891944,HENNESSY FUNDS TRUST,7250  REDWOOD BOULEVARD,NOVATO,CA,94945
964,0000892071,TCW FUNDS INC,865 SOUTH FIGUEROA STREET,LOS ANGELES,CA,90017
965,0000892538,SUNAMERICA SERIES TRUST,"21650 OXNARD STREET, 10TH FLOOR",WOODLAND HILLS,CA,91367
966,0000892566,GENERAL AMERICAN SEPARATE ACCOUNT TWENTY-EIGHT,METROPOLITAN TOWER LIFE INSURANCE CO,LINCOLN,NE,68516
967,0000892568,CUTLER TRUST,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
968,0000892657,JOHNSON MUTUAL FUNDS TRUST,3777 WEST FORK ROAD,CINCINNATI,OH,45247
969,0000892775,GENERAL AMERICAN SEPARATE ACCOUNT TWENTY NINE,METROPOLITAN TOWER LIFE INSURANCE CO,LINCOLN,NE,68516
970,0000893167,NYLIAC VARIABLE ANNUITY SEPARATE ACCOUNT I,51 MADISON AVENUE,NEW YORK,NY,10010
971,0000893168,NYLIAC VARIABLE ANNUITY SEPARATE ACCOUNT II,51 MADISON AVENUE,NEW YORK,NY,10010
972,0000893226,FRANKLIN STRATEGIC MORTGAGE PORTFOLIO,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
973,0000893660,PIONEER SERIES TRUST VIII,60 STATE ST- 13TH FL,BOSTON,MA,02109-1820
974,0000893730,INTEGRITY FUNDS,PO BOX 500,MINOT,ND,58702-0500
975,0000893748,SEPARATE ACCOUNT VL I OF TALCOTT RESOLUTION LIFE INSURANCE CO,213 WASHINGTON ST,NEWARK,NJ,07102
976,0000893759,Chesapeake Investment Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
977,0000893783,GABELLI INVESTOR FUNDS INC,ONE CORPORATE CENTER,RYE,NY,10580-1434
978,0000893818,BlackRock Funds III,400 HOWARD STREET,SAN FRANCISCO,CA,94105
979,0000894005,CAPITAL WORLD GROWTH & INCOME FUND,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
980,0000894024,"T. Rowe Price Dividend Growth Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
981,0000894240,MONETTA TRUST,1776-A SOUTH NAPERVILLE ROAD,WHEATON,IL,60187-8133
982,0000894418,SEPARATE ACCOUNT VA 2LNY OF TRANSAMERICA FINANCIAL,440 MAMARONECK AVENUE,HARRISON,NY,10528
983,0000895360,Trillium VARIABLE ANNUITY ACCOUNT,8515 EAST ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
984,0000895429,"Value Line Small Cap Opportunities Fund, Inc.",7 TIMES SQUARE,NEW YORK,NY,10036
